,Unnamed: 0,COLUPC,L4,L5,VOL_EQ,IRI_KEY,WEEK,UNITS,DOLLARS,TYPE_DISPEN_ASSORTED,TYPE_DISPEN_POP-UP,TYPE_DISPEN_TEAR OPEN,TYPE_DISPEN_TOP & SIDE OPENING,TYPE_DISPEN_TOP OPENING,BRAND_SALES,UNIT_PRICE,SHEET_PRICE,SALES_SHARE,WEIGHTED_AVG_PRICE,WEIGHTED_AVG_DISPLAY,WEIGHTED_AVG_PR,WEIGHTED_AVG_S_ASSORTED,WEIGHTED_AVG_S_EXTRALARGE,WEIGHTED_AVG_S_FAMILY,WEIGHTED_AVG_S_FULLSIZE,WEIGHTED_AVG_S_JUNIOR,WEIGHTED_AVG_S_MISSING,WEIGHTED_AVG_S_POCKET,WEIGHTED_AVG_S_REGULAR,WEIGHTED_AVG_S_TRAVEL,WEIGHTED_AVG_2PLY,WEIGHTED_AVG_3PLY,WEIGHTED_AVG_FA,WEIGHTED_AVG_F_A+,WEIGHTED_AVG_F_B,WEIGHTED_AVG_F_C,WEIGHTED_AVG_F_NONE,WEIGHTED_AVG_ADD_ALOEVERA,WEIGHTED_AVG_ADD_ALOEVERA_LOTION,WEIGHTED_AVG_ADD_ASSORTED,WEIGHTED_AVG_ADD_LOTION,WEIGHTED_AVG_ADD_MENTHOL,WEIGHTED_AVG_ADD_MISSING,WEIGHTED_AVG_ADD_NO,WEIGHTED_AVG_ADD_NO_DIP,WEIGHTED_AVG_ADD_NOLOTION,WEIGHTED_AVG_C_ASSORTED,WEIGHTED_AVG_C_ASSORTEDPRINT,WEIGHTED_AVG_C_HOLIDAY,WEIGHTED_AVG_C_MISSING,WEIGHTED_AVG_C_PRINT,WEIGHTED_AVG_C_WHITE,store_200171,store_200633,store_217804,store_220159,store_220679,store_222077,store_223759,store_225023,store_234702,store_234748,store_242224,store_244092,store_247176,store_252139,store_252147,store_252570,store_253139,store_255563,store_258282,store_259495,store_264203,store_266481,store_266824,store_267699,store_271172,store_271962,store_274125,store_276392,store_277330,store_278346,store_278571,store_283639,store_284950,store_286951,store_288066,store_291278,store_291506,store_292593,store_293336,store_532828,store_536067,store_646857,store_647512,store_648235,store_648459,store_649405,store_657004,store_657979,store_668871,store_684023,KL_WEIGHTED_AVG_PRICE,KL_WEIGHTED_AVG_DISPLAY,KL_WEIGHTED_AVG_PR,SC_WEIGHTED_AVG_PRICE,SC_WEIGHTED_AVG_DISPLAY,SC_WEIGHTED_AVG_PR,DOLLAR_SALES
10,1080,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1124,35,46.55,0,0,0,0,1,40460.0,1.3299999999999998,0.02078125,0.05536332179930796,0.011154720711814135,0.0,0.0,0.0,0.0,0.7046959960454771,0.05536332179930796,0.0,0.23994068215521505,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2795847750865052,0.0,0.0,0.0,0.1815126050420168,0.0,0.0,0.5389026198714779,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785697675706202,1.2878883512167754,0.6439441756083877,0.006043801652892562,0.0,0.0,46.55
11,1392,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1125,34,45.22,0,0,0,0,1,39412.0,1.33,0.02078125,0.055211610676951184,0.011138232010555162,0.0,0.0,0.0,0.0,0.7069927940728713,0.055211610676951184,0.0,0.2377955952501776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27808789201258505,0.0,0.0,0.0,0.1810616056023546,0.0,0.0,0.5408505023850604,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007859518974296799,1.286455807468477,0.6432279037342387,0.006094875052943668,0.0,0.0,45.22
12,445,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1126,33,43.89,0,0,0,0,1,38352.0,1.33,0.02078125,0.055068836045056316,0.011159000834376306,0.0,0.0,0.0,0.0,0.7077596996245308,0.055068836045056316,0.0,0.23717146433041306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28035043804755944,0.0,0.0,0.0,0.1823112223612849,0.0,0.0,0.5373383395911556,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008422597136487898,0.6937401216040199,0.34687006080200994,0.006044150110375277,0.0,0.0,43.89
13,359,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1127,33,43.89,0,0,0,0,1,37712.0,1.33,0.02078125,0.0560033941450997,0.011144993635977941,0.0,0.0,0.0,0.0,0.7064064488756896,0.0560033941450997,0.0,0.2375901569792109,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2812897751378872,0.0,0.0,0.0,0.17988969028425966,0.0,0.0,0.5388205345778533,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008436427313520449,0.8229775040544441,0.4114887520272221,0.0061016949152542365,0.0,0.0,43.89
14,1083,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1128,32,42.56,0,0,0,0,1,37088.0,1.33,0.02078125,0.0552200172562554,0.011161561691113028,0.0,0.0,0.0,0.0,0.7085849870578085,0.0552200172562554,0.0,0.23619499568593616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28041415012942195,0.0,0.0,0.0,0.182916307161346,0.0,0.0,0.5366695427092322,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009312113357525487,0.0,0.0,0.006049886621315193,0.0,0.0,42.56
15,328,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1129,39,51.87,0,0,0,0,1,37140.0,1.3299999999999998,0.02078125,0.06720516962843295,0.011555735056542813,0.0,0.0,0.0,0.0,0.5990306946688208,0.06720516962843295,0.0,0.3337641357027463,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2416801292407109,0.0,0.0,0.0,0.1977382875605816,0.0,0.0,0.5605815831987077,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009133928804959071,0.0,0.0,0.0060710382513661214,0.0,0.0,51.87
16,1286,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1130,34,45.22,0,0,0,0,1,36512.0,1.33,0.02078125,0.05959684487291849,0.011281770376862404,0.0,0.0,0.0,0.0,0.6704645048203329,0.05959684487291849,0.0,0.2699386503067485,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.268624014022787,0.0,0.0,0.0,0.1858019281332165,0.0,0.0,0.5455740578439965,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925483752435228,0.0,0.0,0.006082753570120836,0.0,0.0,45.22
17,982,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1131,34,45.22,0,0,0,0,1,36368.0,1.33,0.02078125,0.059832820061592615,0.011280521337439509,0.0,0.0,0.0,0.0,0.6691597008358998,0.059832820061592615,0.0,0.2710074791025077,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.2657281126264848,0.0,0.0,0.0,0.18653761548614164,0.0,0.0,0.5477342718873736,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009257664101529341,0.0,0.0,0.00603413729128015,0.0,0.0,45.22
18,364,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1132,33,43.89,0,0,0,0,1,36088.0,1.33,0.02078125,0.05852360895588561,0.011284914653070272,0.0,0.0,0.0,0.0,0.6683662159166481,0.05852360895588561,0.0,0.27311017512746616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2660164043449346,0.0,0.0,0.0,0.1879849257370871,0.0,0.0,0.5459986699179783,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009259428330641195,0.0,0.0,0.006082753570120836,0.0,0.0,43.89
19,786,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1133,23,30.59,0,0,0,0,1,41042.0,1.33,0.02078125,0.03586569855270212,0.011028945957799326,0.0,0.0,0.0,0.0,0.6438282734759515,0.04049510257784708,0.0,0.31567662394620144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22533014960284584,0.0,0.0,0.0,0.1874664977340285,0.0,0.0,0.5872033526631256,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009003630135235318,0.0,0.0,0.005725303750660328,0.0,1.0,30.59
20,1503,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1134,47,62.51,0,0,0,0,1,41956.0,1.3299999999999998,0.02078125,0.07169415578224808,0.01182667556487749,0.0,0.0,0.0,0.0,0.6847173229097149,0.07169415578224808,0.0,0.243588521308037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30851368099914195,0.0,0.0,0.0,0.1956335208313472,0.0,0.0,0.4958527981695109,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008931283536641972,0.0,0.0,0.005150049164208456,0.0,0.8967551622418879,62.51
21,789,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1135,28,37.24,0,0,0,0,1,43728.0,1.33,0.02078125,0.040980607391145264,0.011596231247713137,0.0,0.0,0.0,0.0,0.7442371020856201,0.040980607391145264,0.0,0.21478229052323453,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3044273691913648,0.0,0.0,0.0,0.29637760702524696,0.0,0.0,0.3991950237833882,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008899962241875356,0.0,0.0,0.005180452488687782,0.0,0.8796380090497737,37.24
22,792,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1136,30,39.9,0,0,0,0,1,32828.0,1.3299999999999998,0.02078125,0.05848665773120506,0.012413183867430243,0.0,0.0,0.0,0.0,0.4803216766175216,0.05848665773120506,0.0,0.4611916656512733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3260631168514683,0.0,0.0,0.0,0.2958450103570123,0.0,0.0,0.3780918727915194,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008857552437905244,0.0,0.0,0.006047940074906368,0.0,0.0,39.9
23,1691,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1137,38,50.54,0,0,0,0,1,33560.0,1.33,0.02078125,0.07246722288438617,0.012323003575685342,0.0,0.0,0.0,0.0,0.5277711561382599,0.07246722288438617,0.0,0.399761620977354,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3771156138259833,0.0,0.0,0.0,0.2631704410011919,0.0,0.0,0.3597139451728248,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009026202970528979,0.0,0.0,0.006026262626262626,0.0,0.0,50.54
24,796,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1138,26,34.58,0,0,0,0,1,32156.0,1.3299999999999998,0.02078125,0.05174772981714144,0.012310921756437368,0.0,0.0,0.0,0.0,0.5105112576191069,0.05174772981714144,0.0,0.4377410125637517,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33387237218559523,0.0,0.0,0.0,0.2821246423684538,0.0,0.0,0.38400298544595096,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008760596026490066,0.0,0.0,0.006021052631578948,0.0,0.3684210526315789,34.58
25,1403,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1139,29,38.57,0,0,0,0,1,35934.0,1.33,0.02078125,0.05165024767629543,0.011602660433016086,0.0,0.0,0.0,0.0,0.6111203873768576,0.05693771915177825,0.0,0.33194189347136416,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2920910558245673,0.0,0.0,0.0,0.2341514999721712,0.0,0.0,0.4737574442032616,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008913297032144545,0.0,0.0,0.006049152542372881,0.0,0.0,38.57
26,557,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1140,26,31.98,0,0,0,0,1,24092.0,1.23,0.01921875,0.06906857047982733,0.011250207537771874,0.0,0.9902042171675244,0.0,0.0,0.5259837290386851,0.06906857047982733,0.0,0.4049477004814876,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4097625767889756,0.0,0.0,0.0,0.22248049144944385,0.0,0.0,0.3677569317615806,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009441839712691179,0.0,0.0,0.005935951775454459,1.683526419892625,0.8417632099463125,31.98
27,1302,13700031680,PROCTER & GAMBLE,PUFFS PLUS,0.64,200171,1141,36,44.28,0,0,0,0,1,33136.0,1.23,0.01921875,0.06953162723322066,0.011492636407532592,0.0,1.0,0.0,0.0,0.5127957508450024,0.06953162723322066,0.0,0.41767262192177695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34331240946402697,0.0,0.0,0.0,0.2815065185900531,0.0,0.0,0.3751810719459199,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009665925953824714,0.0,0.0,0.006166954122111074,0.0,0.5860641600551915,44.28
