COLUPC,PANID,WEEK,UNITS,OUTLET,DOLLARS,IRI_KEY,Panelist.Type,Combined.Pre.Tax.Income.of.HH,Family.Size,HH_RACE,Type.of.Residential.Possession,Age.Group.Applied.to.Male.HH,Education.Level.Reached.by.Male.HH,Occupation.Code.of.Male.HH,Male.Working.Hour.Code,Age.Group.Applied.to.Female.HH,Education.Level.Reached.by.Female.HH,Occupation.Code.of.Female.HH,Female.Working.Hour.Code,Number.of.Dogs,Number.of.Cats,Children.Group.Code,Marital.Status,Number.of.TVs.Used.by.HH,Number.of.TVs.Hooked.to.Cable,L3,L4,L5,VOL_EQ,COLOR,SIZE,ADDITIVES,NUMBER.OF.PLY,TYPE.OF.DISPENSER
13700031680,1120634,1144,1,GR,1.39,213290,0,7,3,1,2,5,6,10,4,5,4,2,3,0,2,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3357996,1159,1,KK,0.94,9979667,6,7,3,1,2,6,6,10,4,6,6,10,4,1,1,8,2,4,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1113753,1130,1,GR,1.39,213290,0,8,3,1,2,7,9,11,5,5,5,4,3,0,0,2,3,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3132068,1120,1,GR,1.25,257871,6,1,1,0,2,0,0,0,0,7,9,11,5,0,0,8,3,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1310508,1115,1,GR,1.39,648764,0,12,2,1,2,5,7,1,3,5,7,1,2,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3101105,1164,2,DR,3.38,651444,6,6,2,1,2,4,5,1,3,4,5,3,2,0,1,8,2,1,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1249664,1149,1,GR,1.39,213290,0,7,1,1,1,7,9,11,5,6,7,1,3,0,0,8,1,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3121681,1119,1,GR,1.27,653776,5,5,4,1,1,7,9,11,5,2,7,4,3,0,0,2,3,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3335679,1150,1,GR,1.25,257006,6,11,2,1,2,5,7,3,3,4,5,2,3,0,0,8,2,4,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1302760,1141,1,GR,1.39,213290,0,5,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1184671,1157,1,GR,1.39,648764,0,12,4,1,2,5,7,1,3,5,7,1,3,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1316240,1131,2,GR,2.78,213290,0,12,3,1,2,4,7,2,3,4,5,1,2,1,0,3,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1219113,1131,1,GR,1.39,213290,0,5,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1144808,1157,2,GR,2.78,213290,0,9,1,0,2,0,0,0,0,7,9,11,5,0,0,8,1,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1309468,1130,1,GR,1.39,213290,0,5,1,1,2,7,9,11,5,6,4,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3362715,1119,1,GR,1.25,257871,6,3,1,1,2,7,9,11,5,6,4,10,4,1,0,8,4,2,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1196857,1159,1,GR,1.39,648764,0,11,3,1,2,5,5,7,3,5,7,1,3,1,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1181214,1118,1,DR,0.99,8000583,0,6,1,1,2,7,9,11,5,5,4,4,3,0,0,8,3,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1813410,1131,1,GR,1.39,213290,0,2,1,1,1,7,9,11,5,6,4,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3362715,1132,2,GR,2.5,257871,6,3,1,1,2,7,9,11,5,6,4,10,4,1,0,8,4,2,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3121681,1126,1,GR,1.39,653776,5,5,4,1,1,7,9,11,5,2,7,4,3,0,0,2,3,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3345298,1151,1,GR,1.13,264075,0,9,6,1,2,5,6,3,3,4,5,2,3,2,1,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1181214,1135,1,GR,1.39,213290,0,6,1,1,2,7,9,11,5,5,4,4,3,0,0,8,3,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1198523,1133,1,GR,1.39,648764,0,7,2,1,2,6,8,10,4,6,4,10,4,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1408567,1131,1,GR,1.39,213290,0,9,2,1,2,6,5,10,4,5,4,1,2,1,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3806992,1145,2,GR,2.74,228037,6,2,2,1,2,6,6,10,4,6,6,10,4,1,0,8,2,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1187419,1143,1,GR,1.39,648764,0,8,2,1,2,6,4,3,3,6,5,10,4,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1119644,1131,2,GR,2.78,213290,0,2,1,1,2,7,9,11,5,6,3,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3102046,1126,1,MA,1.27,6000981,5,8,1,1,1,7,9,11,5,3,7,2,3,0,0,8,3,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1407460,1123,1,GR,1.49,248128,0,9,4,1,2,4,4,9,3,4,4,1,2,1,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3118760,1159,1,GR,1.15,257871,0,5,4,1,1,3,7,7,3,2,7,3,2,0,0,2,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1230425,1151,2,GR,2.78,213290,0,6,1,1,1,7,9,11,5,6,4,10,4,0,0,8,3,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3130963,1155,1,GR,1.15,257871,6,6,1,0,2,0,0,0,0,7,9,11,5,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3357996,1159,1,KK,0.94,9979667,6,7,3,1,2,6,6,10,4,6,6,10,4,1,1,8,2,4,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1815381,1131,1,GR,1.39,213290,0,9,2,1,2,5,5,10,4,5,5,4,3,2,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3841635,1124,1,GR,1.25,257871,6,5,1,1,2,5,5,10,4,7,9,11,5,0,0,8,3,3,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3306381,1139,1,GR,1.13,257871,6,1,2,1,2,6,4,10,4,6,4,10,4,0,0,8,2,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1403337,1114,1,GR,1.39,648764,0,11,2,1,2,4,5,7,3,5,8,1,3,1,2,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1229146,1119,1,GR,1.39,648764,0,1,1,1,2,7,9,11,5,6,4,10,4,1,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1111526,1132,1,GR,1.39,213290,6,8,1,1,2,7,9,11,5,6,5,10,4,1,1,8,4,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1311696,1154,1,GR,1.39,648764,0,11,2,1,2,4,7,1,3,4,6,4,2,1,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1224386,1133,1,GR,1.39,213290,0,4,2,1,2,6,3,10,4,6,3,10,4,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1127399,1131,1,GR,1.39,213290,0,10,5,1,2,4,7,1,3,4,7,1,2,0,1,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1222323,1155,1,GR,1.39,213290,0,3,2,1,2,6,1,10,4,6,1,10,4,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3119016,1125,2,GR,2.5,257871,6,9,5,1,2,3,7,3,2,3,7,7,3,2,2,4,2,5,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3119016,1121,1,GR,1.25,257871,6,9,5,1,2,3,7,3,2,3,7,7,3,2,2,4,2,5,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1123752,1127,1,GR,1.39,648764,0,8,2,1,2,6,7,10,4,6,4,4,2,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3801233,1164,1,DR,1.05,651444,5,11,3,1,2,5,7,7,3,5,7,1,3,0,1,8,2,3,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1325258,1142,1,GR,1.49,248128,0,3,1,1,1,7,9,11,5,3,4,8,2,0,1,8,1,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1180489,1149,1,GR,1.39,648764,0,8,2,1,2,5,4,9,3,5,4,9,3,1,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1141051,1118,1,GR,1.49,248128,0,10,4,1,2,3,5,9,3,3,6,4,3,1,0,2,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1201830,1130,1,GR,1.39,213290,6,6,2,1,2,5,3,10,4,5,4,4,3,0,0,8,2,3,3,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1311696,1141,1,GR,1.39,648764,0,11,2,1,2,4,7,1,3,4,6,4,2,1,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3308320,1150,2,GR,2.26,257871,6,5,2,1,2,6,5,10,4,6,4,10,4,0,0,8,2,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1228734,1114,1,GR,1.39,213290,0,6,1,1,2,7,9,11,5,5,5,5,3,1,1,8,3,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1140178,1141,1,GR,1.39,648764,0,8,4,1,2,3,6,3,2,3,7,7,3,0,2,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1232520,1150,1,GR,1.39,213290,6,12,5,1,2,5,8,2,3,4,8,1,2,2,0,3,2,3,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3831255,1136,1,GR,1.25,257871,6,6,1,1,2,7,9,11,5,4,4,9,3,0,0,8,1,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1249664,1118,1,GR,1.39,213290,0,7,1,1,1,7,9,11,5,6,7,1,3,0,0,8,1,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3809012,1151,1,GR,1.13,264075,6,10,2,1,2,6,7,7,2,5,4,4,3,0,1,8,2,3,1,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1196857,1159,1,GR,1.39,648764,0,11,3,1,2,5,5,7,3,5,7,1,3,1,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1226068,1128,1,GR,1.39,213290,0,5,1,1,2,7,9,11,5,6,6,10,4,0,0,8,4,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1180489,1149,1,GR,1.39,648764,0,8,2,1,2,5,4,9,3,5,4,9,3,1,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,3335679,1136,1,GR,1.35,257006,6,11,2,1,2,5,7,3,3,4,5,2,3,0,0,8,2,4,4,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1112656,1134,1,GR,1.39,213290,6,6,2,1,2,6,3,10,4,6,4,10,4,0,1,8,2,2,2,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1311852,1118,1,DR,0.99,650679,0,10,2,1,2,4,5,6,3,4,5,1,3,1,1,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1184671,1153,1,GR,1.39,648764,0,12,4,1,2,5,7,1,3,5,7,1,3,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1124420,1131,1,GR,1.39,213290,0,9,2,1,2,6,7,10,4,6,5,10,4,0,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1242826,1135,2,GR,2.78,213290,0,12,2,1,2,5,4,7,3,5,6,2,3,2,0,8,2,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
13700031680,1138222,1135,1,GR,1.39,213290,0,8,6,1,1,3,3,7,3,2,3,4,2,0,0,6,1,NA,NA,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,0.64,WHITE,FULL SIZE,ALOE VERA & LOTION,2 PLY,TOP OPENING
